ID,Grupo,Torre,Ambiente,Nivel de presión sonora (dB),Nivel de iluminancia,Temperatura ambiental,N° de personas presentes,N° de tomacorrientes disponibles,Cant de luminarias,Fuente de luz,Fuente de ruido,Propósito,Distractores,Frecuencia de uso del ambiente,Nivel de conservación,Nivel de comodidad,Facilidad para estudiar,Intensidad de la luz
1S2-0505-13,Grupo 8,S,2,108.65,87.32,18,30,60,12,Artificial,Charla de estudiantes,Estudio,Visuales,2,4,2,3,2
1S2-0505-13,Grupo 8,S,2,83.46,34.76,18,43,60,12,Artificial,Charla de estudiantes,Estudio,Visuales,2,4,2,3,2
1S2-0505-13,Grupo 8,S,2,69.42,136.87,18,56,60,12,Artificial,Charla de estudiantes,Estudio,Auditivos,2,4,2,3,2
1S2-0505-13,Grupo 8,S,2,57.23,106.85,18,85,60,12,Artificial,Charla de estudiantes,Estudio,Visuales,2,4,2,3,2
3B2-0505-13,Grupo 8,B,2,123.56,350.53,20,4,2,0,Natural,Pasillos,Tránsito,Auditivos,2,4,4,5,3
3B2-0505-13,Grupo 8,B,2,130.78,386.59,20,3,2,0,Mixta,Tráfico vehicular,Esparcimiento,Auditivos,2,4,4,5,3
3B2-0505-13,Grupo 8,B,2,96.75,258.62,20,4,2,0,Natural,Tráfico vehicular,Esparcimiento,Visuales,2,4,4,5,3
3B2-0505-13,Grupo 8,B,2,124.22,350.78,20,3,2,0,Natural,Pasillos,Tránsito,Auditivos,2,4,4,5,3
3B2-0505-13,Grupo 8,B,2,123.56,350.53,20,4,2,0,Natural,Pasillos,Tránsito,Auditivos,3,5,4,5,3
3B2-0505-13,Grupo 8,B,2,130.78,386.59,20,3,2,0,Mixta,Tráfico vehicular,Esparcimiento,Auditivos,3,5,4,5,3
3B2-0505-13,Grupo 8,B,2,96.75,258.62,20,4,2,0,Natural,Tráfico vehicular,Esparcimiento,Visuales,3,5,4,5,3
3B2-0505-13,Grupo 8,B,2,124.22,350.78,20,3,2,0,Natural,Pasillos,Tránsito,Auditivos,3,5,4,5,3
3B2-0505-13,Grupo 8,B,2,123.56,350.53,20,4,2,0,Natural,Pasillos,Tránsito,Auditivos,3,4,3,3,3
3B2-0505-13,Grupo 8,B,2,130.78,386.59,20,3,2,0,Mixta,Tráfico vehicular,Esparcimiento,Auditivos,3,4,3,3,3
3B2-0505-13,Grupo 8,B,2,96.75,258.62,20,4,2,0,Natural,Tráfico vehicular,Esparcimiento,Visuales,3,4,3,3,3
3B2-0505-13,Grupo 8,B,2,124.22,350.78,20,3,2,0,Natural,Pasillos,Tránsito,Auditivos,3,4,3,3,3
3B2-0505-13,Grupo 8,B,2,123.56,350.53,20,4,2,0,Natural,Pasillos,Tránsito,Auditivos,3,5,5,5,3
3B2-0505-13,Grupo 8,B,2,130.78,386.59,20,3,2,0,Mixta,Tráfico vehicular,Esparcimiento,Auditivos,3,5,5,5,3
3B2-0505-13,Grupo 8,B,2,96.75,258.62,20,4,2,0,Natural,Tráfico vehicular,Esparcimiento,Visuales,3,5,5,5,3
3B2-0505-13,Grupo 8,B,2,124.22,350.78,20,3,2,0,Natural,Pasillos,Tránsito,Auditivos,3,5,5,5,3
3B1-0505-13,Grupo 8,B,1,76.34,143.67,18,6,8,6,Mixta,Pasillos,Esparcimiento,Tecnológicos,3,5,4,4,3
1S3-0505-18,Grupo 8,S,3,72.47,257.87,16,9,4,4,Artificial,Charla de estudiantes,Esparcimiento,Visuales,2,5,5,5,3
1S3-0505-18,Grupo 8,S,3,87.37,204.78,17,8,2,4,Artificial,Charla de estudiantes,Esparcimiento,Tecnológicos,2,5,5,5,3
1S3-0505-18,Grupo 8,S,3,95.78,345.89,18,14,3,4,Artificial,Charla de estudiantes,Esparcimiento,Visuales,2,5,5,5,3
1S3-0505-18,Grupo 8,S,3,106.84,208.54,18,5,4,4,Artificial,Pasillos,Esparcimiento,Tecnológicos,2,5,5,5,3
1S3-0505-18,Grupo 8,S,3,72.47,257.87,16,9,4,4,Artificial,Charla de estudiantes,Esparcimiento,Visuales,2,5,5,4,2
1S3-0505-18,Grupo 8,S,3,87.37,204.78,17,8,2,4,Artificial,Charla de estudiantes,Esparcimiento,Tecnológicos,2,5,5,4,2
1S3-0505-18,Grupo 8,S,3,95.78,345.89,18,14,3,4,Artificial,Charla de estudiantes,Esparcimiento,Visuales,2,5,5,4,2
1S3-0505-18,Grupo 8,S,3,106.84,208.54,18,5,4,4,Artificial,Pasillos,Esparcimiento,Tecnológicos,2,5,5,4,2
1S3-0505-18,Grupo 8,S,3,72.47,257.87,16,9,4,4,Artificial,Charla de estudiantes,Esparcimiento,Visuales,3,4,4,5,3
1S3-0505-18,Grupo 8,S,3,87.37,204.78,17,8,2,4,Artificial,Charla de estudiantes,Esparcimiento,Tecnológicos,3,4,4,5,3
1S3-0505-18,Grupo 8,S,3,95.78,345.89,18,14,3,4,Artificial,Charla de estudiantes,Esparcimiento,Visuales,3,4,4,5,3
1S3-0505-18,Grupo 8,S,3,106.84,208.54,18,5,4,4,Artificial,Pasillos,Esparcimiento,Tecnológicos,3,4,4,5,3
1S3-0505-18,Grupo 8,S,3,72.47,257.87,16,9,4,4,Artificial,Charla de estudiantes,Esparcimiento,Visuales,3,5,4,5,3
1S3-0505-18,Grupo 8,S,3,87.37,204.78,17,8,2,4,Artificial,Charla de estudiantes,Esparcimiento,Tecnológicos,3,5,4,5,3
1S3-0505-18,Grupo 8,S,3,95.78,345.89,18,14,3,4,Artificial,Charla de estudiantes,Esparcimiento,Visuales,3,5,4,5,3
1S3-0505-18,Grupo 8,S,3,106.84,208.54,18,5,4,4,Artificial,Pasillos,Esparcimiento,Tecnológicos,3,5,4,5,3
3B1-0505-18,Grupo 8,B,1,56.78,168.79,16,2,8,8,Artificial,Pasillos,Tránsito,Tecnológicos,1,4,3,1,2
3B1-0505-18,Grupo 8,B,1,56.71,200.89,16,3,8,10,Artificial,Pasillos,Tránsito,Tecnológicos,1,4,3,1,2
3B1-0505-18,Grupo 8,B,1,52.67,189.09,16,2,8,10,Artificial,Pasillos,Tránsito,Tecnológicos,1,4,3,1,2
1S3-0505-18,Grupo 8,S,3,72.47,257.87,16,9,4,4,Artificial,Charla de estudiantes,Esparcimiento,Visuales,3,4,5,4,3
1S3-0505-18,Grupo 8,S,3,87.37,204.78,17,8,2,4,Artificial,Charla de estudiantes,Esparcimiento,Tecnológicos,3,4,5,4,3
1S3-0505-18,Grupo 8,S,3,95.78,345.89,18,14,3,4,Artificial,Charla de estudiantes,Esparcimiento,Visuales,3,4,5,4,3
1S3-0505-18,Grupo 8,S,3,106.84,208.54,18,5,4,4,Artificial,Pasillos,Esparcimiento,Tecnológicos,3,4,5,4,3
1S3-0505-18,Grupo 8,S,3,72.47,257.87,16,9,4,4,Artificial,Charla de estudiantes,Esparcimiento,Visuales,3,4,5,4,3
1S3-0505-18,Grupo 8,S,3,87.37,204.78,17,8,2,4,Artificial,Charla de estudiantes,Esparcimiento,Tecnológicos,3,4,5,4,3
1S3-0505-18,Grupo 8,S,3,95.78,345.89,18,14,3,4,Artificial,Charla de estudiantes,Esparcimiento,Visuales,3,4,5,4,3
1S3-0505-18,Grupo 8,S,3,106.84,208.54,18,5,4,4,Artificial,Pasillos,Esparcimiento,Tecnológicos,3,4,5,4,3
1S3-0505-18,Grupo 8,S,3,72.47,257.87,16,9,4,4,Artificial,Charla de estudiantes,Esparcimiento,Visuales,3,4,4,5,3
1S3-0505-18,Grupo 8,S,3,87.37,204.78,17,8,2,4,Artificial,Charla de estudiantes,Esparcimiento,Tecnológicos,3,4,4,5,3
1S3-0505-18,Grupo 8,S,3,95.78,345.89,18,14,3,4,Artificial,Charla de estudiantes,Esparcimiento,Visuales,3,4,4,5,3
1S3-0505-18,Grupo 8,S,3,106.84,208.54,18,5,4,4,Artificial,Pasillos,Esparcimiento,Tecnológicos,3,4,4,5,3
1S2-0505-18,Grupo 8,S,2,34.76,356.8,16,18,60,8,Artificial,Charla de estudiantes,Estudio,Visuales,3,5,5,5,3
1S2-0505-18,Grupo 8,S,2,65.34,106.35,18,20,60,8,Artificial,Charla de estudiantes,Estudio,Visuales,3,5,5,5,3
1S2-0505-18,Grupo 8,S,2,88.66,163.72,18,34,60,8,Artificial,Charla de estudiantes,Estudio,Visuales,3,5,5,5,3
1S2-0505-18,Grupo 8,S,2,34.23,256.87,16,40,60,10,Artificial,Charla de estudiantes,Estudio,Visuales,3,5,5,5,3
3B2-0505-18,Grupo 8,B,2,86.57,186.34,16,3,4,4,Artificial,Charla de estudiantes,Esparcimiento,Auditivos,1,5,3,1,1
3B2-0505-18,Grupo 8,B,2,67.45,234.56,16,3,4,2,Artificial,Pasillos,Esparcimiento,Visuales,1,5,3,1,1
3B2-0505-18,Grupo 8,B,2,50.67,167.43,16,4,4,4,Artificial,Pasillos,Esparcimiento,Visuales,1,5,3,1,1
1S2-0505-18,Grupo 8,S,2,34.76,356.8,16,18,60,8,Artificial,Charla de estudiantes,Estudio,Visuales,3,4,4,4,3
1S2-0505-18,Grupo 8,S,2,65.34,106.35,18,20,60,8,Artificial,Charla de estudiantes,Estudio,Visuales,3,4,4,4,3
1S2-0505-18,Grupo 8,S,2,88.66,163.72,18,34,60,8,Artificial,Charla de estudiantes,Estudio,Visuales,3,4,4,4,3
1S2-0505-18,Grupo 8,S,2,34.23,256.87,16,40,60,10,Artificial,Charla de estudiantes,Estudio,Visuales,3,4,4,4,3
1S2-0505-18,Grupo 8,S,2,34.76,356.8,16,18,60,8,Artificial,Charla de estudiantes,Estudio,Visuales,3,4,4,3,2
1S2-0505-18,Grupo 8,S,2,65.34,106.35,18,20,60,8,Artificial,Charla de estudiantes,Estudio,Visuales,3,4,4,3,2
1S2-0505-18,Grupo 8,S,2,88.66,163.72,18,34,60,8,Artificial,Charla de estudiantes,Estudio,Visuales,3,4,4,3,2
1S2-0505-18,Grupo 8,S,2,34.23,256.87,16,40,60,10,Artificial,Charla de estudiantes,Estudio,Visuales,3,4,4,3,2
1S2-0505-18,Grupo 8,S,2,34.76,356.8,16,18,60,8,Artificial,Charla de estudiantes,Estudio,Visuales,3,4,5,4,3
1S2-0505-18,Grupo 8,S,2,65.34,106.35,18,20,60,8,Artificial,Charla de estudiantes,Estudio,Visuales,3,4,5,4,3
1S2-0505-18,Grupo 8,S,2,88.66,163.72,18,34,60,8,Artificial,Charla de estudiantes,Estudio,Visuales,3,4,5,4,3
1S2-0505-18,Grupo 8,S,2,34.23,256.87,16,40,60,10,Artificial,Charla de estudiantes,Estudio,Visuales,3,4,5,4,3
1S2-0505-18,Grupo 8,S,2,34.76,356.8,16,18,60,8,Artificial,Charla de estudiantes,Estudio,Visuales,3,3,5,5,3
1S2-0505-18,Grupo 8,S,2,65.34,106.35,18,20,60,8,Artificial,Charla de estudiantes,Estudio,Visuales,3,3,5,5,3
1S2-0505-18,Grupo 8,S,2,88.66,163.72,18,34,60,8,Artificial,Charla de estudiantes,Estudio,Visuales,3,3,5,5,3
1S2-0505-18,Grupo 8,S,2,34.23,256.87,16,40,60,10,Artificial,Charla de estudiantes,Estudio,Visuales,3,3,5,5,3
3B1-0505-18,Grupo 8,B,1,56.78,168.79,16,2,8,8,Artificial,Pasillos,Tránsito,Tecnológicos,1,2,4,2,2
3B1-0505-18,Grupo 8,B,1,56.71,200.89,16,3,8,10,Artificial,Pasillos,Tránsito,Tecnológicos,1,2,4,2,2
3B1-0505-18,Grupo 8,B,1,52.67,189.09,16,2,8,10,Artificial,Pasillos,Tránsito,Tecnológicos,1,2,4,2,2
1S2-0505-18,Grupo 8,S,2,34.76,356.8,16,18,60,8,Artificial,Charla de estudiantes,Estudio,Visuales,3,4,5,5,2
1S2-0505-18,Grupo 8,S,2,65.34,106.35,18,20,60,8,Artificial,Charla de estudiantes,Estudio,Visuales,3,4,5,5,2
1S2-0505-18,Grupo 8,S,2,88.66,163.72,18,34,60,8,Artificial,Charla de estudiantes,Estudio,Visuales,3,4,5,5,2
1S2-0505-18,Grupo 8,S,2,34.23,256.87,16,40,60,10,Artificial,Charla de estudiantes,Estudio,Visuales,3,4,5,5,2
3B2-0505-18,Grupo 8,B,2,86.57,186.34,16,3,4,4,Artificial,Charla de estudiantes,Esparcimiento,Auditivos,3,4,5,5,2
3B2-0505-18,Grupo 8,B,2,67.45,234.56,16,3,4,2,Artificial,Pasillos,Esparcimiento,Visuales,3,4,5,5,2
3B2-0505-18,Grupo 8,B,2,50.67,167.43,16,4,4,4,Artificial,Pasillos,Esparcimiento,Visuales,3,4,5,5,2
3B1-0505-18,Grupo 8,B,1,56.78,168.79,16,2,8,8,Artificial,Pasillos,Tránsito,Tecnológicos,2,3,4,3,3
3B1-0505-18,Grupo 8,B,1,56.71,200.89,16,3,8,10,Artificial,Pasillos,Tránsito,Tecnológicos,2,3,4,3,3
3B1-0505-18,Grupo 8,B,1,52.67,189.09,16,2,8,10,Artificial,Pasillos,Tránsito,Tecnológicos,2,3,4,3,3
3B1-0505-18,Grupo 8,B,1,56.78,168.79,16,2,8,8,Artificial,Pasillos,Tránsito,Tecnológicos,3,4,5,4,3
3B1-0505-18,Grupo 8,B,1,56.71,200.89,16,3,8,10,Artificial,Pasillos,Tránsito,Tecnológicos,3,4,5,4,3
3B1-0505-18,Grupo 8,B,1,52.67,189.09,16,2,8,10,Artificial,Pasillos,Tránsito,Tecnológicos,3,4,5,4,3
3B2-0505-18,Grupo 8,B,2,86.57,186.34,16,3,4,4,Artificial,Charla de estudiantes,Esparcimiento,Auditivos,1,4,2,2,2
3B2-0505-18,Grupo 8,B,2,67.45,234.56,16,3,4,2,Artificial,Pasillos,Esparcimiento,Visuales,1,4,2,2,2
3B2-0505-18,Grupo 8,B,2,50.67,167.43,16,4,4,4,Artificial,Pasillos,Esparcimiento,Visuales,1,4,2,2,2
11A2-0505-18,Grupo 6,A,2,127.79,22.41,21,9,6,3,Artificial,Charla de estudiantes,Estudio,Auditivos,3,1,3,5,2
11A2-0505-18,Grupo 6,A,2,127.79,22.41,21,9,6,3,Artificial,Charla de estudiantes,Estudio,Auditivos,3,4,4,5,3
11A2-0505-18,Grupo 6,A,2,127.79,22.41,21,9,6,3,Artificial,Charla de estudiantes,Estudio,Auditivos,1,4,3,3,2
11A2-0505-18,Grupo 6,A,2,127.79,22.41,21,9,6,3,Artificial,Charla de estudiantes,Estudio,Auditivos,3,4,4,4,3
11A2-0505-18,Grupo 6,A,2,127.79,22.41,21,9,6,3,Artificial,Charla de estudiantes,Estudio,Auditivos,3,4,4,5,3
11A2-0505-18,Grupo 6,A,2,127.79,22.41,21,9,6,3,Artificial,Charla de estudiantes,Estudio,Auditivos,1,1,1,4,3
11A2-0505-18,Grupo 6,A,2,127.79,22.41,21,9,6,3,Artificial,Charla de estudiantes,Estudio,Auditivos,3,4,5,3,3
11A2-0505-18,Grupo 6,A,2,127.79,22.41,21,9,6,3,Artificial,Charla de estudiantes,Estudio,Auditivos,3,2,2,2,2
11A2-0505-18,Grupo 6,A,2,127.79,22.41,21,9,6,3,Artificial,Charla de estudiantes,Estudio,Auditivos,3,5,5,5,3
11A3-0505-18,Grupo 6,A,3,132.38,21.09,21,2,5,2,Artificial,Tráfico vehicular,Descanso,Auditivos,2,2,2,2,1
11A3-0505-18,Grupo 6,A,3,132.38,21.09,21,2,5,2,Artificial,Tráfico vehicular,Descanso,Auditivos,1,1,1,2,1
10A1-0505-18,Grupo 6,A,1,128.34,183.51,22,12,20,11,Artificial,Pasillos,Estudio,Tecnológicos,2,4,3,4,3
10A1-0505-18,Grupo 6,A,1,128.34,183.51,22,12,20,11,Artificial,Pasillos,Estudio,Tecnológicos,1,5,5,3,2
10A1-0505-18,Grupo 6,A,1,128.34,183.51,22,12,20,11,Artificial,Pasillos,Estudio,Tecnológicos,3,4,3,5,2
10A1-0505-18,Grupo 6,A,1,128.34,183.51,22,12,20,11,Artificial,Pasillos,Estudio,Tecnológicos,3,5,4,3,3
10A1-0505-18,Grupo 6,A,1,128.34,183.51,22,12,20,11,Artificial,Pasillos,Estudio,Tecnológicos,1,3,3,4,2
10A1-0505-18,Grupo 6,A,1,128.34,183.51,22,12,20,11,Artificial,Pasillos,Estudio,Tecnológicos,2,3,4,5,3
10A1-0505-18,Grupo 6,A,1,128.34,183.51,22,12,20,11,Artificial,Pasillos,Estudio,Tecnológicos,3,4,5,5,3
10A1-0505-18,Grupo 6,A,1,128.34,183.51,22,12,20,11,Artificial,Pasillos,Estudio,Tecnológicos,2,4,4,4,2
10A1-0505-18,Grupo 6,A,1,128.34,183.51,22,12,20,11,Artificial,Pasillos,Estudio,Tecnológicos,3,5,3,3,2
10A1-0505-18,Grupo 6,A,1,128.34,183.51,22,12,20,11,Artificial,Pasillos,Estudio,Tecnológicos,3,3,4,4,3
10A1-0505-18,Grupo 6,A,1,128.34,183.51,22,12,20,11,Artificial,Pasillos,Estudio,Tecnológicos,1,3,5,3,3
10A1-0505-18,Grupo 6,A,1,128.34,183.51,22,12,20,11,Artificial,Pasillos,Estudio,Tecnológicos,2,5,4,4,2
6A4-0605-09,Grupo 2,A,4,40.3,864.2,22,3,10,2,Natural,Tráfico vehicular,Descanso,Visuales,3,4,2,3,3
1B2-0605-13,Grupo 5,B,2,132.64,470.57,22,17,0,0,Natural,Charla de estudiantes,Alimentación,Auditivos,1,3,3,3,2
1B2-0605-13,Grupo 5,B,2,132.64,470.57,22,17,0,0,Natural,Charla de estudiantes,Alimentación,Auditivos,2,3,3,3,3
1B2-0605-13,Grupo 5,B,2,132.64,470.57,22,17,0,0,Natural,Charla de estudiantes,Alimentación,Auditivos,2,3,3,2,2
10A1-0605-13,Grupo 6,A,1,30,500,23,8,20,11,Mixta,Pasillos,Estudio,Auditivos,1,5,4,3,2
10A1-0605-13,Grupo 6,A,1,30,500,23,8,20,11,Mixta,Pasillos,Estudio,Auditivos,3,4,4,4,2
10A1-0605-13,Grupo 6,A,1,30,500,23,8,20,11,Mixta,Pasillos,Estudio,Auditivos,1,5,3,4,3
10A1-0605-13,Grupo 6,A,1,30,500,23,8,20,11,Mixta,Pasillos,Estudio,Auditivos,2,4,3,3,3
10A1-0605-13,Grupo 6,A,1,30,500,23,8,20,11,Mixta,Pasillos,Estudio,Auditivos,2,3,5,5,2
10A1-0605-13,Grupo 6,A,1,30,500,23,8,20,11,Mixta,Pasillos,Estudio,Auditivos,3,5,4,5,2
3A3-0605-13,Grupo 1,A,3,122.8,1002.45,22,4,45,6,Artificial,Charla de estudiantes,Estudio,Tecnológicos,2,4,3,4,1
3A2-0605-13,Grupo 1,A,2,146.16,692.58,22,1,2,0,Natural,Tráfico vehicular,Tránsito,Visuales,1,3,2,2,1
3A3-0605-13,Grupo 1,A,3,122.8,1002.45,22,4,45,6,Artificial,Charla de estudiantes,Estudio,Tecnológicos,2,3,4,3,3
3A3-0605-13,Grupo 1,A,3,122.8,1002.45,22,4,45,6,Artificial,Charla de estudiantes,Estudio,Tecnológicos,1,3,1,1,1
3A3-0605-13,Grupo 1,A,3,122.8,1002.45,22,4,45,6,Artificial,Charla de estudiantes,Estudio,Tecnológicos,2,3,4,3,2
3A3-0605-13,Grupo 1,A,3,122.8,1002.45,22,4,45,6,Artificial,Charla de estudiantes,Estudio,Tecnológicos,2,3,3,3,2
3A3-0605-13,Grupo 1,A,3,122.8,1002.45,22,4,45,6,Artificial,Charla de estudiantes,Estudio,Tecnológicos,3,1,2,4,2
3A3-0605-13,Grupo 1,A,3,122.8,1002.45,22,4,45,6,Artificial,Charla de estudiantes,Estudio,Tecnológicos,2,4,4,4,2
3A3-0605-13,Grupo 1,A,3,122.8,1002.45,22,4,45,6,Artificial,Charla de estudiantes,Estudio,Tecnológicos,3,3,3,4,2
3A3-0605-13,Grupo 1,A,3,122.8,1002.45,22,4,45,6,Artificial,Charla de estudiantes,Estudio,Tecnológicos,2,2,2,2,2
3A3-0605-13,Grupo 1,A,3,122.8,1002.45,22,4,45,6,Artificial,Charla de estudiantes,Estudio,Tecnológicos,3,5,5,5,3
3A3-0605-13,Grupo 1,A,3,122.8,1002.45,22,4,45,6,Artificial,Charla de estudiantes,Estudio,Tecnológicos,3,1,4,4,1
3A3-0605-13,Grupo 1,A,3,122.8,1002.45,22,4,45,6,Artificial,Charla de estudiantes,Estudio,Tecnológicos,2,4,4,4,3
3A3-0605-13,Grupo 1,A,3,122.8,1002.45,22,4,45,6,Artificial,Charla de estudiantes,Estudio,Tecnológicos,1,1,2,2,2
3A3-0605-13,Grupo 1,A,3,122.8,1002.45,22,4,45,6,Artificial,Charla de estudiantes,Estudio,Tecnológicos,3,2,4,4,1
3A3-0605-13,Grupo 1,A,3,122.8,1002.45,22,4,45,6,Artificial,Charla de estudiantes,Estudio,Tecnológicos,3,1,3,5,2
3A3-0605-13,Grupo 1,A,3,122.8,1002.45,22,4,45,6,Artificial,Charla de estudiantes,Estudio,Tecnológicos,2,3,4,2,3
3A3-0605-13,Grupo 1,A,3,122.8,1002.45,22,4,45,6,Artificial,Charla de estudiantes,Estudio,Tecnológicos,2,4,3,4,3
1B2-0605-18,Grupo 5,B,2,122.66,66.09,21,2,0,0,Artificial,Pasillos,Descanso,Auditivos,2,3,3,4,2
1B2-0605-18,Grupo 5,B,2,122.66,66.09,21,2,0,0,Artificial,Pasillos,Descanso,Auditivos,2,3,3,3,1
1B2-0605-18,Grupo 5,B,2,122.66,66.09,21,2,0,0,Artificial,Pasillos,Descanso,Auditivos,2,3,3,2,2
1B2-0605-13,Grupo 5,B,2,132.64,470.57,22,17,0,0,Natural,Charla de estudiantes,Alimentación,Auditivos,2,3,3,3,2
2A1-0705-09,Grupo 3,A,1,30,1200,21,26,6,10,Artificial,Charla de estudiantes,Estudio,Visuales,3,4,4,3,2
2A1-0705-09,Grupo 3,A,1,23,300,22,12,12,7,Mixta,Obras de construcción,Socialización,Visuales,3,4,4,3,2
2A1-0705-09,Grupo 3,A,1,29,500,23,20,6,6,Natural,Obras de construcción,Tránsito,Olfativos,3,4,4,3,2
1B3-0705-09,Grupo 5,B,3,122.8,612.99,20,7,4,0,Natural,Charla de estudiantes,Socialización,Auditivos,2,4,4,3,2
2A1-0705-09,Grupo 3,A,1,30,1200,21,26,6,10,Artificial,Charla de estudiantes,Estudio,Visuales,2,2,4,4,2
2A1-0705-09,Grupo 3,A,1,23,300,22,12,12,7,Mixta,Obras de construcción,Socialización,Visuales,2,2,4,4,2
2A1-0705-09,Grupo 3,A,1,29,500,23,20,6,6,Natural,Obras de construcción,Tránsito,Olfativos,2,2,4,4,2
1B2-0705-09,Grupo 5,B,2,135.59,1624.36,23,3,0,0,Natural,Charla de estudiantes,Socialización,Auditivos,2,4,4,3,2
1B3-0705-09,Grupo 5,B,3,122.8,612.99,20,7,4,0,Natural,Charla de estudiantes,Socialización,Auditivos,2,3,3,3,2
2A1-0705-09,Grupo 3,A,1,30,1200,21,26,6,10,Artificial,Charla de estudiantes,Estudio,Visuales,1,5,3,4,2
2A1-0705-09,Grupo 3,A,1,23,300,22,12,12,7,Mixta,Obras de construcción,Socialización,Visuales,1,5,3,4,2
2A1-0705-09,Grupo 3,A,1,29,500,23,20,6,6,Natural,Obras de construcción,Tránsito,Olfativos,1,5,3,4,2
1B3-0705-09,Grupo 5,B,3,122.8,612.99,20,7,4,0,Natural,Charla de estudiantes,Socialización,Auditivos,2,3,3,3,2
1B3-0705-09,Grupo 5,B,3,122.8,612.99,20,7,4,0,Natural,Charla de estudiantes,Socialización,Auditivos,2,4,4,3,2
2A2-0705-09,Grupo 3,A,2,35,500,23,35,7,7,Artificial,Obras de construcción,Descanso,Tecnológicos,2,4,4,5,2
2A2-0705-09,Grupo 3,A,2,25.4,350,21,20,6,10,Artificial,Charla de estudiantes,Estudio,Auditivos,2,4,4,5,2
2A2-0705-09,Grupo 3,A,2,58,400,21,12,6,10,Artificial,Obras de construcción,Estudio,Tecnológicos,2,4,4,5,2
2A2-0705-09,Grupo 3,A,2,65,550,22,16,7,12,Natural,Charla de estudiantes,Socialización,Visuales,2,4,4,5,2
2A1-0705-09,Grupo 3,A,1,30,1200,21,26,6,10,Artificial,Charla de estudiantes,Estudio,Visuales,2,4,4,4,2
2A1-0705-09,Grupo 3,A,1,23,300,22,12,12,7,Mixta,Obras de construcción,Socialización,Visuales,2,4,4,4,2
2A1-0705-09,Grupo 3,A,1,29,500,23,20,6,6,Natural,Obras de construcción,Tránsito,Olfativos,2,4,4,4,2
11A3-0705-09,Grupo 6,A,3,20,8000,20,2,5,0,Natural,Tráfico vehicular,Descanso,Tecnológicos,3,5,4,4,2
11A3-0705-09,Grupo 6,A,3,20,8000,20,2,5,0,Natural,Tráfico vehicular,Descanso,Tecnológicos,2,5,4,4,2
2A1-0705-09,Grupo 3,A,1,30,1200,21,26,6,10,Artificial,Charla de estudiantes,Estudio,Visuales,1,2,4,4,2
2A1-0705-09,Grupo 3,A,1,23,300,22,12,12,7,Mixta,Obras de construcción,Socialización,Visuales,1,2,4,4,2
2A1-0705-09,Grupo 3,A,1,29,500,23,20,6,6,Natural,Obras de construcción,Tránsito,Olfativos,1,2,4,4,2
11A1-0705-09,Grupo 6,A,1,35,9000,19,2,6,0,Natural,Tráfico vehicular,Descanso,Visuales,2,5,4,5,2
2A1-0705-09,Grupo 3,A,1,30,1200,21,26,6,10,Artificial,Charla de estudiantes,Estudio,Visuales,3,3,2,4,3
2A1-0705-09,Grupo 3,A,1,23,300,22,12,12,7,Mixta,Obras de construcción,Socialización,Visuales,3,3,2,4,3
2A1-0705-09,Grupo 3,A,1,29,500,23,20,6,6,Natural,Obras de construcción,Tránsito,Olfativos,3,3,2,4,3
2A1-0705-09,Grupo 3,A,1,30,1200,21,26,6,10,Artificial,Charla de estudiantes,Estudio,Visuales,3,4,5,3,3
2A1-0705-09,Grupo 3,A,1,23,300,22,12,12,7,Mixta,Obras de construcción,Socialización,Visuales,3,4,5,3,3
2A1-0705-09,Grupo 3,A,1,29,500,23,20,6,6,Natural,Obras de construcción,Tránsito,Olfativos,3,4,5,3,3
10A1-0705-09,Grupo 6,A,1,55,9500,23,3,5,15,Mixta,Pasillos,Estudio,Auditivos,2,4,3,4,2
10A1-0705-09,Grupo 6,A,1,55,9500,23,3,5,15,Mixta,Pasillos,Estudio,Auditivos,3,3,3,4,2
10A1-0705-09,Grupo 6,A,1,55,9500,23,3,5,15,Mixta,Pasillos,Estudio,Auditivos,2,4,4,3,2
10A2-0705-09,Grupo 6,A,2,40,9000,23,2,0,12,Mixta,Pasillos,Descanso,Tecnológicos,3,4,5,4,3
2A1-0705-09,Grupo 3,A,1,30,1200,21,26,6,10,Artificial,Charla de estudiantes,Estudio,Visuales,3,3,2,2,2
2A1-0705-09,Grupo 3,A,1,23,300,22,12,12,7,Mixta,Obras de construcción,Socialización,Visuales,3,3,2,2,2
2A1-0705-09,Grupo 3,A,1,29,500,23,20,6,6,Natural,Obras de construcción,Tránsito,Olfativos,3,3,2,2,2
2A1-0705-09,Grupo 3,A,1,30,1200,21,26,6,10,Artificial,Charla de estudiantes,Estudio,Visuales,2,4,3,3,2
2A1-0705-09,Grupo 3,A,1,23,300,22,12,12,7,Mixta,Obras de construcción,Socialización,Visuales,2,4,3,3,2
2A1-0705-09,Grupo 3,A,1,29,500,23,20,6,6,Natural,Obras de construcción,Tránsito,Olfativos,2,4,3,3,2
2A2-0705-09,Grupo 3,A,2,35,500,23,35,7,7,Artificial,Obras de construcción,Descanso,Tecnológicos,2,5,4,4,2
2A2-0705-09,Grupo 3,A,2,25.4,350,21,20,6,10,Artificial,Charla de estudiantes,Estudio,Auditivos,2,5,4,4,2
2A2-0705-09,Grupo 3,A,2,58,400,21,12,6,10,Artificial,Obras de construcción,Estudio,Tecnológicos,2,5,4,4,2
